author/repo,name,url,language,license,size
nvuillam/mega-linter,mega-linter,https://github.com/nvuillam/mega-linter,Markdown,AGPL-3.0-only,16.21 MiB
nwolverson/purescript-language-server,purescript-language-server,https://github.com/nwolverson/purescript-language-server,PureScript,MIT,178.92 KiB
o19s/hello-nlp,hello-nlp,https://github.com/o19s/hello-nlp,JavaScript,MIT,86.33 MiB
o2sh/onefetch,onefetch,https://github.com/o2sh/onefetch,Rust,MIT,1.48 MiB
oantolin/orderless,orderless,https://github.com/oantolin/orderless,Elisp,GPL-3.0-only,201.93 KiB
oborchers/Fast_Sentence_Embeddings,Fast_Sentence_Embeddings,https://github.com/oborchers/Fast_Sentence_Embeddings,C,GPL-3.0-only,2.11 MiB
ohmyzsh/ohmyzsh,ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,Zsh,MIT,2.16 MiB
ojroques/hugo-researcher,hugo-researcher,https://github.com/ojroques/hugo-researcher,Html,GPL-3.0-only,294.40 KiB
okbob/pspg,pspg,https://github.com/okbob/pspg,C,BSD-2-Clause,3.58 MiB
oliyh/martian,martian,https://github.com/oliyh/martian,JavaScript,MIT,28.58 MiB
ollef/sixten,sixten,https://github.com/ollef/sixten,Haskell,BSD-3-Clause,608.19 KiB
omry/omegaconf,omegaconf,https://github.com/omry/omegaconf,Python,BSD-3-Clause,476.49 KiB
onnx/onnx,onnx,https://github.com/onnx/onnx,Cpp,MIT,15.19 MiB
ontio/ontology-python-sdk,ontology-python-sdk,https://github.com/ontio/ontology-python-sdk,Python,LGPL-3.0-only,948.92 KiB
open-source-botany/growlog,growlog,https://github.com/open-source-botany/growlog,Python,MIT,43.81 KiB
openai/openai-python,openai-python,https://github.com/openai/openai-python,Python,MIT,2.78 MiB
openapi-contrib/openapi3-generator,openapi3-generator,https://github.com/openapi-contrib/openapi3-generator,JavaScript,Apache-2.0,152.41 KiB
openfaas/faas-cli,faas-cli,https://github.com/openfaas/faas-cli,Go,MIT,9.14 MiB
openlink/iODBC,iODBC,https://github.com/openlink/iODBC,C,"BSD-3-Clause, LGPL-2.0-only",5.79 MiB
opensemanticsearch/open-semantic-search-apps,open-semantic-search-apps,https://github.com/opensemanticsearch/open-semantic-search-apps,Css,GPL-3.0-only,11.77 MiB
opensemanticsearch/open-semantic-visual-graph-explorer,open-semantic-visual-graph-explorer,https://github.com/opensemanticsearch/open-semantic-visual-graph-explorer,Html,GPL-3.0-only,48.59 KiB
opensemanticsearch/solr-ontology-tagger,solr-ontology-tagger,https://github.com/opensemanticsearch/solr-ontology-tagger,Python,GPL-3.0-only,53.36 KiB
openstenoproject/plover,plover,https://github.com/openstenoproject/plover,Python,GPL-2.0-only,11.55 MiB
org-roam/org-roam,org-roam,https://github.com/org-roam/org-roam,Elisp,GPL-3.0-only,37.57 MiB
org-roam/org-roam-ui,org-roam-ui,https://github.com/org-roam/org-roam-ui,JavaScript,GPL-3.0-only,22.49 MiB
orhun/gpg-tui,gpg-tui,https://github.com/orhun/gpg-tui,Rust,MIT,11.09 MiB
oughtinc/autoscrape,autoscrape,https://github.com/oughtinc/autoscrape,Python,MIT,143.91 KiB
outbrain/zookeepercli,zookeepercli,https://github.com/outbrain/zookeepercli,Go,Apache-2.0,182.91 KiB
p4v4n/HN-Client,HN-Client,https://github.com/p4v4n/HN-Client,Css,EPL-1.0,22.35 KiB
p8952/bocker,bocker,https://github.com/p8952/bocker,Bash,GPL-3.0-only,49.19 KiB
paginagmbh/solr-client,solr-client,https://github.com/paginagmbh/solr-client,CoffeeScript,BSD-2-Clause,60.42 KiB
panr/hugo-theme-hello-friend,hugo-theme-hello-friend,https://github.com/panr/hugo-theme-hello-friend,Css,MIT,2.35 MiB
panr/hugo-theme-terminal,hugo-theme-terminal,https://github.com/panr/hugo-theme-terminal,Css,MIT,1.79 MiB
paradoxxxzero/butterfly,butterfly,https://github.com/paradoxxxzero/butterfly,JavaScript,GPL-3.0-only,1.25 MiB
paritytech/ink,ink,https://github.com/paritytech/ink,Rust,Apache-2.0,2.22 MiB
parsix/parsix,parsix,https://github.com/parsix/parsix,Kotlin,Apache-2.0,156.24 KiB
patdaburu/cookiecutter-restful-elastalk,cookiecutter-restful-elastalk,https://github.com/patdaburu/cookiecutter-restful-elastalk,Python,MIT,256.39 KiB
paulbricman/semantica,semantica,https://github.com/paulbricman/semantica,Python,MPL-2.0,35.73 KiB
pbatard/rufus,rufus,https://github.com/pbatard/rufus,C,GPL-3.0-only,9.90 MiB
pcapriotti/optparse-applicative,optparse-applicative,https://github.com/pcapriotti/optparse-applicative,Haskell,BSD-3-Clause,211.25 KiB
pcyin/tranX,tranX,https://github.com/pcyin/tranX,Python,Apache-2.0,60.78 MiB
pedropramos/PyonR,PyonR,https://github.com/pedropramos/PyonR,Racket,MIT,483.66 KiB
pedrorgirardi/lightcode.server,lightcode.server,https://github.com/pedrorgirardi/lightcode.server,Clojure,MIT,286.46 KiB
pemistahl/grex,grex,https://github.com/pemistahl/grex,Rust,Apache-2.0,352.32 KiB
perfectayush/emacs-yamlmod,emacs-yamlmod,https://github.com/perfectayush/emacs-yamlmod,Rust,MIT,8.12 KiB
pest-parser/pest,pest,https://github.com/pest-parser/pest,Rust,"Apache-2.0, MIT",1.00 MiB
peterbrittain/asciimatics,asciimatics,https://github.com/peterbrittain/asciimatics,Python,Apache-2.0,2.47 MiB
phadej/aeson-compat,aeson-compat,https://github.com/phadej/aeson-compat,Haskell,BSD-3-Clause,37.22 KiB
phadej/github,github,https://github.com/phadej/github,Haskell,BSD-3-Clause,468.39 KiB
piccolomo/plotext,plotext,https://github.com/piccolomo/plotext,Python,MIT,685.79 KiB
pimutils/khal,khal,https://github.com/pimutils/khal,Python,MIT,748.38 KiB
piotrmurach/tty-exit,tty-exit,https://github.com/piotrmurach/tty-exit,Ruby,MIT,40.72 KiB
pivotal/LicenseFinder,LicenseFinder,https://github.com/pivotal/LicenseFinder,Ruby,MIT,5.61 MiB
plantuml/plantuml,plantuml,https://github.com/plantuml/plantuml,Java,GPL-3.0-only,14.59 MiB
plexus/chestnut,chestnut,https://github.com/plexus/chestnut,Clojure,EPL-1.0,314.93 KiB
plotly/orca,orca,https://github.com/plotly/orca,JavaScript,MIT,17.02 MiB
pneumatology/pneumatology-hugo,pneumatology-hugo,git@github.com:pneumatology/pneumatology-hugo.git,Org,MIT,5.08 MiB
poljar/weechat-matrix,weechat-matrix,https://github.com/poljar/weechat-matrix,Python,ISC,380.03 KiB
polysemy-research/polysemy,polysemy,https://github.com/polysemy-research/polysemy,Haskell,BSD-3-Clause,372.25 KiB
portante/pycscope,pycscope,https://github.com/portante/pycscope,Python,GPL-2.0-only,234.60 KiB
prabirshrestha/vim-lsp,vim-lsp,https://github.com/prabirshrestha/vim-lsp,VimScript,MIT,641.84 KiB
prakhar21/Automatic-Glossary-Generation,Automatic-Glossary-Generation,https://github.com/prakhar21/Automatic-Glossary-Generation,Python,Apache-2.0,260.19 KiB
prasa-dd-vp/google_ngram_api,google_ngram_api,https://github.com/prasa-dd-vp/google_ngram_api,Python,MIT,7.49 KiB
princeton-nlp/lm-bff,lm-bff,https://github.com/princeton-nlp/lm-bff,Python,MIT,2.60 MiB
probcomp/Gen,Gen,https://github.com/probcomp/Gen,Julia,Apache-2.0,934.20 KiB
probcomp/Gen.jl,Gen.jl,https://github.com/probcomp/Gen.jl,Julia,Apache-2.0,1.08 MiB
probcomp/metaprob,metaprob,https://github.com/probcomp/metaprob,JavaScript,GPL-3.0-only,3.34 MiB
probcomp/metaprob-clojure,metaprob-clojure,https://github.com/probcomp/metaprob-clojure,JavaScript,GPL-3.0-only,3.34 MiB
projectatomic/bubblewrap,bubblewrap,https://github.com/projectatomic/bubblewrap,C,LGPL-2.0-only,276.58 KiB
prompt-toolkit/ptpython,ptpython,https://github.com/prompt-toolkit/ptpython,Python,BSD-3-Clause,518.82 KiB
prompt-toolkit/python-prompt-toolkit,python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,Python,BSD-3-Clause,4.75 MiB
prusnak/gimp-plugin-gaugan,gimp-plugin-gaugan,https://github.com/prusnak/gimp-plugin-gaugan,Python,MIT,143.40 KiB
psf/black,black,https://github.com/psf/black,Python,MIT,5.02 MiB
public-apis/public-apis,public-apis,https://github.com/public-apis/public-apis,Python,MIT,142.33 KiB
puppetlabs/clj-kitchensink,clj-kitchensink,https://github.com/puppetlabs/clj-kitchensink,Clojure,Apache-2.0,109.77 KiB
purescript-contrib/gulp-purescript,gulp-purescript,https://github.com/purescript-contrib/gulp-purescript,PureScript,MIT,111.09 KiB
purescript-emacs/psc-ide-emacs,psc-ide-emacs,https://github.com/purescript-emacs/psc-ide-emacs,Elisp,GPL-3.0-only,91.91 KiB
pydanny/cookiecutter-django,cookiecutter-django,https://github.com/pydanny/cookiecutter-django,Python,BSD-3-Clause,1.70 MiB
pyenv/pyenv,pyenv,https://github.com/pyenv/pyenv,Bash,MIT,2.41 MiB
pytorch/translate,translate,https://github.com/pytorch/translate,Python,BSD-3-Clause,1.20 MiB
qiyuangong/leetcode,leetcode,https://github.com/qiyuangong/leetcode,Python,MIT,587.40 KiB
quackduck/devzat,devzat,https://github.com/quackduck/devzat,Go,MIT,81.98 KiB
quicoju/perl-repl-el,perl-repl-el,https://github.com/quicoju/perl-repl-el,Elisp,GPL-2.0-only,23.19 KiB
r4j0x00/exploits,exploits,https://github.com/r4j0x00/exploits,JavaScript,BSD-2-Clause,41.44 KiB
rabix/benten,benten,https://github.com/rabix/benten,Python,Apache-2.0,6.47 MiB
radek-sprta/python-cookiecutter,python-cookiecutter,git@gitlab.com:radek-sprta/python-cookiecutter.git,Python,MIT,23.23 KiB
rahulunair/repo-peek,repo-peek,https://github.com/rahulunair/repo-peek,Python,MIT,76.35 KiB
railstutorial/sample_app_rails_4,sample_app_rails_4,https://github.com/railstutorial/sample_app_rails_4,JavaScript,MIT,725.40 KiB
rancher/rancher,rancher,https://github.com/rancher/rancher,Go,Apache-2.0,20.85 MiB
ranger/ranger,ranger,https://github.com/ranger/ranger,Python,GPL-3.0-only,1.19 MiB
rasbt/deeplearning-models,deeplearning-models,https://github.com/rasbt/deeplearning-models,Jupyter,MIT,9.23 MiB
rasbt/matplotlib-gallery,matplotlib-gallery,https://github.com/rasbt/matplotlib-gallery,Jupyter,GPL-3.0-only,8.58 MiB
rastapasta/mapscii,mapscii,https://github.com/rastapasta/mapscii,JavaScript,MIT,332.70 KiB
raxod502/TerrariaClone,TerrariaClone,https://github.com/raxod502/TerrariaClone,Java,MIT,1.14 MiB
raxod502/apheleia,apheleia,https://github.com/raxod502/apheleia,Elisp,MIT,42.80 KiB
raxod502/el-patch,el-patch,https://github.com/raxod502/el-patch,Elisp,MIT,78.52 KiB
raxod502/kalyn,kalyn,https://github.com/raxod502/kalyn,Haskell,MIT,1.74 MiB
raxod502/radian,radian,https://github.com/raxod502/radian,Elisp,MIT,274.65 KiB
raxod502/selectrum,selectrum,https://github.com/raxod502/selectrum,Elisp,MIT,345.30 KiB
raxod502/smarter-playlist,smarter-playlist,https://github.com/raxod502/smarter-playlist,Clojure,MIT,27.08 KiB
raxod502/straight.el,straight.el,https://github.com/raxod502/straight.el,Elisp,MIT,483.25 KiB
rayon-rs/rayon,rayon,https://github.com/rayon-rs/rayon,Rust,"Apache-2.0, MIT",1.11 MiB
rbsec/sslscan,sslscan,https://github.com/rbsec/sslscan,C,GPL-3.0-only,491.14 KiB
reactiflux/discord-irc,discord-irc,https://github.com/reactiflux/discord-irc,JavaScript,MIT,384.26 KiB
redhat-developer/yaml-language-server,yaml-language-server,https://github.com/redhat-developer/yaml-language-server,TypeScript,MIT,732.46 KiB
redplanetlabs/specter,specter,https://github.com/redplanetlabs/specter,Clojure,Apache-2.0,231.34 KiB
regen100/cmake-language-server,cmake-language-server,https://github.com/regen100/cmake-language-server,Python,MIT,81.26 KiB
relastle/glacier,glacier,https://github.com/relastle/glacier,Python,MIT,61.09 KiB
replikativ/datahike,datahike,https://github.com/replikativ/datahike,Clojure,EPL-1.0,1.13 MiB
returntocorp/semgrep,semgrep,https://github.com/returntocorp/semgrep,OCaml,LGPL-2.1-only,10.27 MiB
rfjakob/gocryptfs,gocryptfs,https://github.com/rfjakob/gocryptfs,Go,MIT,3.45 MiB
rhazdon/hugo-theme-hello-friend-ng,hugo-theme-hello-friend-ng,https://github.com/rhazdon/hugo-theme-hello-friend-ng,Html,MIT,1.82 MiB
rhyttr/SocketCAN,SocketCAN,https://github.com/rhyttr/SocketCAN,C,BSD-3-Clause,2.34 MiB
ricardojmendez/memento,memento,https://github.com/ricardojmendez/memento,Css,MIT,729.71 KiB
richterger/Perl-LanguageServer,Perl-LanguageServer,https://github.com/richterger/Perl-LanguageServer,Perl,MIT,1.72 MiB
rigetti/quilc,quilc,https://github.com/rigetti/quilc,Lisp,Apache-2.0,7.73 MiB
rigetti/qvm,qvm,https://github.com/rigetti/qvm,Lisp,Apache-2.0,3.28 MiB
rigtorp/udpreplay,udpreplay,https://github.com/rigtorp/udpreplay,Cpp,MIT,16.11 KiB
ring-clojure/ring,ring,https://github.com/ring-clojure/ring,Clojure,MIT,278.16 KiB
rmloveland/cpan-el,cpan-el,https://github.com/rmloveland/cpan-el,Elisp,GPL-3.0-only,40.33 KiB
robbyrussell/oh-my-zsh,oh-my-zsh,https://github.com/robbyrussell/oh-my-zsh,Zsh,MIT,2.05 MiB
rocky/solc-lsp,solc-lsp,https://github.com/rocky/solc-lsp,TypeScript,Apache-2.0,395.34 KiB
rofl0r/proxychains-ng,proxychains-ng,https://github.com/rofl0r/proxychains-ng,C,AGPL-1.0-only,147.70 KiB
ros-drivers/velodyne,velodyne,https://github.com/ros-drivers/velodyne,Xml,BSD-3-Clause,562.94 KiB
ros2/examples,examples,https://github.com/ros2/examples,Python,Apache-2.0,205.07 KiB
ros2/rclcpp,rclcpp,https://github.com/ros2/rclcpp,Cpp,Apache-2.0,2.50 MiB
ros2/tutorials,tutorials,https://github.com/ros2/tutorials,Cpp,Apache-2.0,75.31 KiB
rosie-community/clients/haskell,haskell,git@gitlab.com:rosie-community/clients/haskell.git,Haskell,MIT,47.37 KiB
rosie-pattern-language/rosie,rosie,https://gitlab.com/rosie-pattern-language/rosie,C,MIT,60.66 MiB
roswell/roswell,roswell,https://github.com/roswell/roswell,Lisp,MIT,662.56 KiB
rougier/nano-emacs,nano-emacs,https://github.com/rougier/nano-emacs,Elisp,GPL-3.0-only,2.69 MiB
rowanz/grover,grover,https://github.com/rowanz/grover,Python,Apache-2.0,1.79 MiB
rpereira/real-world-haskell,real-world-haskell,https://github.com/rpereira/real-world-haskell,Haskell,BSD-3-Clause,12.56 KiB
rpodgorny/unionfs-fuse,unionfs-fuse,https://github.com/rpodgorny/unionfs-fuse,C,BSD-3-Clause,163.43 KiB
rsasaki0109/kalman_filter_localization,kalman_filter_localization,https://github.com/rsasaki0109/kalman_filter_localization,Cpp,BSD-3-Clause,60.31 KiB
ruben2020/codequery,codequery,https://github.com/ruben2020/codequery,Cpp,MPL-2.0,10.20 MiB
rubocop-hq/rubocop,rubocop,https://github.com/rubocop-hq/rubocop,Ruby,MIT,7.09 MiB
ruedigergad/cli4clj,cli4clj,https://github.com/ruedigergad/cli4clj,Html,EPL-1.0,68.69 MiB
rukav/Hsed,Hsed,https://github.com/rukav/Hsed,Haskell,BSD-2-Clause,4.90 MiB
russellw/racket-format,racket-format,https://github.com/russellw/racket-format,Racket,MIT,54.94 KiB
rust-lang/rls,rls,https://github.com/rust-lang/rls,Rust,"Apache-2.0, MIT",46.42 MiB
rust-lang/rust-by-example,rust-by-example,https://github.com/rust-lang/rust-by-example,Markdown,"Apache-2.0, MIT",345.15 KiB
rust-shell-script/rust_cmd_lib,rust_cmd_lib,https://github.com/rust-shell-script/rust_cmd_lib,Rust,Apache-2.0,84.78 KiB
rvirding/lfe,lfe,https://github.com/rvirding/lfe,Erlang,Apache-2.0,1.24 MiB
saadrushd/matrixcli,matrixcli,https://github.com/saadrushd/matrixcli,Python,GPL-3.0-only,374.48 KiB
saitoha/seq2gif,seq2gif,https://github.com/saitoha/seq2gif,C,"GPL-3.0-only, MIT",31.53 MiB
salesforce/ctrl,ctrl,https://github.com/salesforce/ctrl,Python,BSD-3-Clause,34.24 MiB
samkrishna/BeautifulRacket,BeautifulRacket,https://github.com/samkrishna/BeautifulRacket,Racket,MIT,2.26 KiB
samrawal/emacs-secondmate,emacs-secondmate,https://github.com/samrawal/emacs-secondmate,Python,Apache-2.0,1.38 MiB
santteegt/rasa-chatbot-example,rasa-chatbot-example,https://github.com/santteegt/rasa-chatbot-example,Python,Apache-2.0,126.71 KiB
sastraxi/pgsh,pgsh,https://github.com/sastraxi/pgsh,JavaScript,MIT,2.52 MiB
satwikkansal/wtfpython,wtfpython,https://github.com/satwikkansal/wtfpython,Python,WTFPL,717.46 KiB
saulpw/visidata,visidata,https://github.com/saulpw/visidata,Python,GPL-3.0-only,3.06 MiB
savannah/dungeon,dungeon,https://git.savannah.gnu.org/git/dungeon.git,Org,GPL-3.0-only,1.08 MiB
sayanarijit/xplr,xplr,https://github.com/sayanarijit/xplr,Rust,MIT,158.41 KiB
sberbank-ai/ru-dalle,ru-dalle,https://github.com/sberbank-ai/ru-dalle,Python,Apache-2.0,9.90 MiB
scaffold-eth/scaffold-eth,scaffold-eth,https://github.com/scaffold-eth/scaffold-eth,Go,MIT,2.64 MiB
scala/hello-world.g8,hello-world.g8,https://github.com/scala/hello-world.g8,Scala,CC0-1.0,11.96 KiB
scalameta/metals,metals,https://github.com/scalameta/metals,Scala,Apache-2.0,4.95 MiB
schell/steeloverseer,steeloverseer,https://github.com/schell/steeloverseer,Haskell,BSD-3-Clause,42.93 KiB
scikit-learn/scikit-learn,scikit-learn,https://github.com/scikit-learn/scikit-learn,Python,BSD-3-Clause,18.46 MiB
sdiehl/protolude,protolude,https://github.com/sdiehl/protolude,Haskell,MIT,100.96 KiB
sdiehl/write-you-a-haskell,write-you-a-haskell,https://github.com/sdiehl/write-you-a-haskell,Haskell,MIT,1.05 MiB
se2p/pynguin,pynguin,https://github.com/se2p/pynguin,Python,LGPL-3.0-only,1.24 MiB
seagle0128/.emacs.d,.emacs.d,https://github.com/seagle0128/.emacs.d,Elisp,GPL-3.0-only,414.05 KiB
seancorfield/clj-new,clj-new,https://github.com/seancorfield/clj-new,Clojure,EPL-1.0,183.84 KiB
searchableguy/awesomeblog-club,awesomeblog-club,https://github.com/searchableguy/awesomeblog-club,Tsx,MIT,374.25 KiB
sebastianruder/NLP-progress,NLP-progress,https://github.com/sebastianruder/NLP-progress,Python,MIT,711.44 KiB
seebye/ueberzug,ueberzug,https://github.com/seebye/ueberzug,Python,GPL-3.0-only,178.04 KiB
semiosis/Barliman,Barliman,https://github.com/semiosis/Barliman,Swift,MIT,42.42 MiB
semiosis/boomerang,boomerang,https://github.com/semiosis/boomerang,OCaml,LGPL-2.1-only,1.82 MiB
semiosis/channel,channel,git@github.com:semiosis/channel.git,Clojure,GPL-3.0-only,38.59 KiB
semiosis/creation,creation,git@github.com:semiosis/creation.git,Org,GPL-3.0-only,39.59 KiB
semiosis/dni,dni,git@github.com:semiosis/dni.git,Org,GPL-3.0-only,35.45 KiB
semiosis/engines,engines,git@github.com:semiosis/engines.git,Org,GPL-3.0-only,56.69 KiB
semiosis/examplary,examplary,git@github.com:semiosis/examplary.git,Org,GPL-3.0-only,5.36 MiB
semiosis/huggingface-clj,huggingface-clj,git@github.com:semiosis/huggingface-clj,Clojure,EPL-2.0,16.61 MiB
semiosis/huggingface.el,huggingface.el,git@github.com:semiosis/huggingface.el.git,Org,GPL-2.0-only,18.09 KiB
semiosis/ilambda,ilambda,git@github.com:semiosis/ilambda.git,Elisp,GPL-3.0-only,225.73 MiB
semiosis/imaginary-programming-thesis,imaginary-programming-thesis,git@github.com:semiosis/imaginary-programming-thesis.git,Org,GFDL-1.3-only,56.61 KiB
semiosis/incarnations,incarnations,git@github.com:semiosis/incarnations.git,Org,GPL-3.0-only,36.48 KiB
semiosis/interpreters,interpreters,git@github.com:semiosis/interpreters.git,Org,GPL-3.0-only,39.69 KiB
semiosis/khala,khala,git@github.com:semiosis/khala.git,Clojure,AGPL-3.0-only,70.17 KiB
semiosis/lalia,lalia,git@github.com:semiosis/lalia.git,Org,GPL-3.0-only,35.88 KiB
semiosis/lm-complete,lm-complete,git@github.com:semiosis/lm-complete.git,Clojure,EPL-2.0,13.50 MiB
semiosis/metaverses,metaverses,git@github.com:mullikine/metaverses.git,Org,GPL-3.0-only,34.92 KiB
semiosis/openai-api.el,openai-api.el,git@github.com:semiosis/openai-api.el.git,Elisp,GPL-2.0-only,4.86 MiB
semiosis/openai-complete-clj,openai-complete-clj,git@github.com:semiosis/openai-complete-clj.git,Clojure,EPL-2.0,22.17 KiB
semiosis/org-pen,org-pen,git@github.com:semiosis/org-pen.git,Org,GPL-3.0-only,36.49 KiB
semiosis/pen-contrib.el,pen-contrib.el,https://github.com/semiosis/pen-contrib.el,Org,GPL-3.0-only,559.38 KiB
semiosis/pen-efm-config,pen-efm-config,https://github.com/semiosis/pen-efm-config,Org,GPL-3.0-only,42.94 KiB
semiosis/pen-huggingface-inference,pen-huggingface-inference,git@github.com:mullikine/pen-huggingface-inference.git,Python,GPL-3.0-only,34.33 KiB
semiosis/pen-language-server,pen-language-server,git@github.com:semiosis/pen-language-server.git,Python,MIT,766.54 KiB
semiosis/pen.el,pen.el,git@github.com:semiosis/pen.el.git,Elisp,GPL-3.0-only,12.62 MiB
semiosis/pen.el-2,pen.el,git@github.com:semiosis/pen.el.git,Elisp,GPL-3.0-only,7.86 MiB
semiosis/pen.vim,pen.vim,git@github.com:semiosis/pen.vim.git,VimScript,GPL-3.0-only,37.39 KiB
semiosis/pensieve,pensieve,git@github.com:semiosis/pensieve.git,Clojure,AGPL-3.0-only,50.94 KiB
semiosis/personalities,personalities,git@github.com:semiosis/personalities.git,Org,GPL-3.0-only,37.16 KiB
semiosis/prompts,prompts,git@github.com:semiosis/prompts.git,Org,GPL-3.0-only,353.97 KiB
semiosis/prompts-FOR-EACH-BRANCH,prompts,https://github.com/semiosis/prompts,Org,GPL-3.0-only,269.64 KiB
semiosis/prompts-v1,prompts-v1,git@github.com:semiosis/prompts-v1.git,Org,GPL-3.0-only,168.95 KiB
semiosis/prompts-v1-FOR-EACH-BRANCH,prompts,https://github.com/semiosis/prompts,Org,GPL-3.0-only,168.44 KiB
semiosis/protoverses,protoverses,git@github.com:semiosis/protoverses.git,Org,GPL-3.0-only,35.52 KiB
semiosis/rhizome,rhizome,git@github.com:semiosis/rhizome.git,Clojure,AGPL-3.0-only,46.13 MiB
semiosis/snippets,snippets,git@github.com:semiosis/snippets.git,Org,GPL-3.0-only,34.35 KiB
semiosis/spacemacs,spacemacs,https://github.com/semiosis/spacemacs,Elisp,GPL-3.0-only,13.67 MiB
semiosis/tomes,tomes,git@github.com:mullikine/tomes.git,Org,GPL-3.0-only,34.88 KiB
semiosis/tree-sitter-langs,tree-sitter-langs,https://github.com/semiosis/tree-sitter-langs,D,MIT,208.39 KiB
senselogic/DECKER,DECKER,https://github.com/senselogic/DECKER,D,GPL-3.0-only,146.16 MiB
serokell/importify,importify,https://github.com/serokell/importify,Haskell,MIT,147.21 KiB
sevenecks/lambda-moo-programming,lambda-moo-programming,https://github.com/sevenecks/lambda-moo-programming,Html,MIT,1.43 MiB
sgtpep/pmenu,pmenu,https://github.com/sgtpep/pmenu,Python,GPL-3.0-only,74.42 KiB
shajra/haskell-hls-nix,haskell-hls-nix,https://github.com/shajra/haskell-hls-nix,Nix,MIT,2.99 MiB
sharkdp/pastel,pastel,https://github.com/sharkdp/pastel,Rust,"Apache-2.0, MIT",3.33 MiB
shawwn/openai-server,openai-server,https://github.com/shawwn/openai-server,Python,MIT,45.28 KiB
shiftctrlspace/library,library,https://github.com/shiftctrlspace/library,Css,AGPL-3.0-only,336.45 KiB
shizhouxing/DialogueDiscourseParsing,DialogueDiscourseParsing,https://github.com/shizhouxing/DialogueDiscourseParsing,Python,BSD-2-Clause,144.00 KiB
showdownjs/showdown,showdown,https://github.com/showdownjs/showdown,JavaScript,MIT,1.64 MiB
shreyashankar/gpt3-sandbox,gpt3-sandbox,https://github.com/shreyashankar/gpt3-sandbox,Python,MIT,519.17 KiB
sigma/erbot,erbot,https://github.com/sigma/erbot,Elisp,GPL-3.0-only,781.42 KiB
simongray/datalinguist,datalinguist,https://github.com/simongray/datalinguist,Clojure,GPL-3.0-only,531.11 KiB
simply-logical/problog-book-template,problog-book-template,https://github.com/simply-logical/problog-book-template,Python,BSD-3-Clause,78.57 KiB
simuons/rules_clojure,rules_clojure,https://github.com/simuons/rules_clojure,Clojure,Apache-2.0,42.27 KiB
skippbox/kompose,kompose,https://github.com/skippbox/kompose,Go,Apache-2.0,32.26 MiB
skorokithakis/catt,catt,https://github.com/skorokithakis/catt,Python,BSD-2-Clause,111.60 KiB
skorokithakis/python-fuse-sample,python-fuse-sample,https://github.com/skorokithakis/python-fuse-sample,Python,BSD-2-Clause,6.04 KiB
skrish13/pytorch-snippets,pytorch-snippets,https://github.com/skrish13/pytorch-snippets,Python,MIT,7.88 KiB
skybert/moria,moria,https://github.com/skybert/moria,Sh,GPL-3.0-only,101.57 KiB
slamdata/purescript-css,purescript-css,https://github.com/slamdata/purescript-css,PureScript,Apache-2.0,122.77 KiB
slebetman/tcled,tcled,https://github.com/slebetman/tcled,Sh,BSD-2-Clause,85.10 KiB
slok/grafterm,grafterm,https://github.com/slok/grafterm,Go,Apache-2.0,9.20 MiB
smallhadroncollider/taskell,taskell,https://github.com/smallhadroncollider/taskell,Haskell,BSD-3-Clause,2.51 MiB
smoove/cli-crypto-charts,cli-crypto-charts,https://github.com/smoove/cli-crypto-charts,JavaScript,MIT,155.07 KiB
snipsco/snips-nlu,snips-nlu,https://github.com/snipsco/snips-nlu,Python,Apache-2.0,1.18 MiB
snoe/clojure-lsp,clojure-lsp,https://github.com/snoe/clojure-lsp,Clojure,MIT,2.95 MiB
so-fancy/diff-so-fancy,diff-so-fancy,https://github.com/so-fancy/diff-so-fancy,Bash,MIT,128.90 KiB
soartech/soar-language-server,soar-language-server,https://github.com/soartech/soar-language-server,Java,BSD-3-Clause,28.51 MiB
societe-generale/github-crawler,github-crawler,https://github.com/societe-generale/github-crawler,Kotlin,Apache-2.0,450.39 KiB
sogaiu/tree-sitter-clojure,tree-sitter-clojure,https://github.com/sogaiu/tree-sitter-clojure,C,CC0-1.0,591.60 KiB
soimort/translate-shell,translate-shell,https://github.com/soimort/translate-shell,Elisp,Unlicense,376.57 KiB
sol/hpack,hpack,https://github.com/sol/hpack,Haskell,MIT,322.18 KiB
solemnwarning/rehex,rehex,https://github.com/solemnwarning/rehex,Cpp,GPL-2.0-only,4.59 MiB
sonyarianto/translate-text-with-google-translate-and-puppeteer,translate-text-with-google-translate-and-puppeteer,https://github.com/sonyarianto/translate-text-with-google-translate-and-puppeteer,JavaScript,MIT,92.02 KiB
sorenisanerd/gotty,gotty,https://github.com/sorenisanerd/gotty,Go,MIT,5.10 MiB
sourabhv/python-koans-solutions,python-koans-solutions,https://github.com/sourabhv/python-koans-solutions,Python,MIT,108.03 KiB
sourcegraph/thyme,thyme,https://github.com/sourcegraph/thyme,Go,MIT,341.44 KiB
soutaro/steep,steep,https://github.com/soutaro/steep,Ruby,MIT,1.26 MiB
spacemacs/engines,engines,git@github.com:semiosis/engines.git,Org,GPL-3.0-only,56.69 KiB
spacemacs/extensions/awk-ward.el,awk-ward.el,https://gitlab.com/mullikine/awk-ward.el,Elisp,MIT,10.16 KiB
